회사명,거래소코드,회계년도,재고자산(*)(IFRS),매입채무(IFRS),영업활동으로 인한 현금흐름(간접법)(*)(IFRS),매출액(수익)(*)(IFRS),이자비용(IFRS),유형자산(*)(IFRS),자본(*)(IFRS),당기순이익(손실)(IFRS),연구개발비(IFRS)
(주)광림,014200,2014/12,23384110,7357956,-3582919,92553612,1066049,23724344,66259380,1137559,0
(주)광림,014200,2015/12,21555582,10272131,-2663712,237222890,3060107,24452723,80899308,9223597,462162
(주)광림,014200,2016/12,21419610,10810709,3288372,87302967,1107586,25674614,90221084,437352,0
(주)광림,014200,2017/12,16099250,8030605,8658598,99421336,1405458,26240529,176556237,86196134,0
(주)광림,014200,2018/12,19113946,11697261,1251490,75493055,1523489,24128152,120931215,-58294056,0
(주)광림,014200,2019/12,19396901,7735917,639491,93241157,2782235,23627901,60749234,-68290742,0
(주)광명전기,017040,2011/12,8759316,11133124,1814521,57967857,942485,11465013,56987613,-75153,0
(주)광명전기,017040,2012/12,13110921,9639820,1183806,79318302,844195,11648472,55136666,-1564026,0
(주)광명전기,017040,2013/12,12091794,5478932,615721,90344376,755609,11245458,60793004,5301060,0
(주)광명전기,017040,2014/12,14489868,14394312,8403184,115801471,579924,12676386,67539909,6978508,0
(주)광명전기,017040,2015/12,10678955,11546018,13723720,93000177,411895,12392219,71275955,3442541,0
(주)광명전기,017040,2016/12,8920021,8674010,2813219,96931493,324820,12127197,86335358,15612709,0
(주)광명전기,017040,2017/12,9187768,12111820,5270038,105083042,255442,15402240,85430878,-1349854,0
(주)광명전기,017040,2018/12,10944185,9140681,-4019510,96949804,299535,21240625,87989865,3182514,0
(주)광명전기,017040,2019/12,7733607,10714507,23614371,125009206,320831,20755434,94186043,6470387,0
(주)광무,029480,2011/12,11126987,2878872,9882003,50359203,4404751,17456144,49296267,-51537196,0
(주)광무,029480,2012/12,5521700,2234116,-5777036,40406860,2148753,12347204,36518143,-15113066,0
(주)광무,029480,2013/12,249281,217205,-759831,10105219,1617921,10935118,11346800,-33154332,0
(주)광무,029480,2014/12,230597,2596908,1529973,38409667,1269418,8657715,8505450,-859721,0
(주)광무,029480,2015/12,476695,1618468,-550286,17648493,772292,8108941,7744452,-2727754,0
(주)광무,029480,2016/12,714172,3511856,154459,26429957,670738,8053509,8053231,95615,0
(주)광무,029480,2017/12,188668,3938636,247467,21540953,623290,7752645,13552175,-3352682,0
(주)광무,029480,2018/12,286303,4669886,-889612,20707286,418814,7903725,9695091,-4875184,0
(주)광무,029480,2019/12,482591,4822290,-2567529,25244176,958464,2004796,22202195,-6275093,0
(주)광주신세계,037710,2011/12,4949450,6321463,58007847,219613514,0,95759237,310214632,52281979,8266
(주)광주신세계,037710,2012/12,4638113,5075335,56319963,213803173,0,118344439,361615843,53769536,9481
(주)광주신세계,037710,2013/12,4415826,4886193,57337481,206606675,4284105,113548429,408690826,48569715,0
(주)광주신세계,037710,2014/12,4715758,4704385,50217757,204820461,4954855,112432843,448624926,42236355,0
(주)광주신세계,037710,2015/12,5113086,5016639,52123039,205331892,3570381,111688001,491380796,45901413,0
(주)광주신세계,037710,2016/12,5458472,4614162,50122658,210423594,1826606,109768330,534290186,45554028,0
(주)광주신세계,037710,2017/12,5384423,4800593,51294766,209647360,648024,108947528,579363832,47846191,0
(주)광주신세계,037710,2018/12,2621451,4480641,53868560,135213362,69930,107893227,620656716,45093180,0
(주)광주신세계,037710,2019/12,2790527,1573309,74340570,154879496,285124,255366762,661189861,47668959,0
(주)구영테크,053270,2011/12,5432585,6299970,299063,62527619,3681661,26073978,27962532,985788,0
(주)구영테크,053270,2012/12,7326274,7454466,3400845,65451015,4002776,31959958,29302171,1250176,0
(주)구영테크,053270,2013/12,7502946,6844830,6156243,76282590,3535932,32040532,30762180,1137402,0
(주)구영테크,053270,2014/12,7997698,7335754,-1477205,77799749,2565325,31369668,42200180,1326679,45952
(주)구영테크,053270,2015/12,6701810,6601210,9373875,87109177,1780714,33224421,44066560,3196300,96323
(주)구영테크,053270,2016/12,7727200,8951343,12368645,75320433,1342418,37856179,46429602,3920237,6841
(주)구영테크,053270,2017/12,8041927,6282989,3339453,74298129,1183774,56419110,47102417,1239184,4039
(주)구영테크,053270,2018/12,10320023,6110577,-2316059,81928926,2230934,71615647,57861349,3912117,48921
(주)구영테크,053270,2019/12,9542656,5907988,9760503,93132845,2208174,71525354,58668784,1558141,0
(주)국동,005320,2011/12,8071551,5839281,-547564,100097439,1482025,71685,2694312,-12930687,0
(주)국동,005320,2012/12,8204282,3897290,2881390,91524436,1225398,62414,2775119,262553,0
(주)국동,005320,2013/12,10064438,4920293,-1572579,95716049,934555,102132,5947778,2373991,0
(주)국동,005320,2014/12,8296174,2400487,-1689994,117861978,972350,125789,14336568,4692501,0
(주)국동,005320,2015/12,13730846,3471027,1327414,102431161,1625871,124678,22395455,5321778,0
(주)국동,005320,2016/12,15648099,3776098,-2263482,127275873,1636555,122290,40069999,4379974,0
(주)국동,005320,2017/12,13096071,0,-3177835,130016453,1902924,126345,38638770,-6593433,0
(주)국동,005320,2018/12,11916220,0,-4000973,136811631,1668502,134369,41762492,1351547,0
(주)국동,005320,2019/12,11271338,0,9576372,116180044,1430229,130910,54349558,-6989987,0
(주)국보,001140,2011/12,675022,26383751,2837703,118304924,2303552,37844785,33874415,-176708,0
(주)국보,001140,2012/12,743450,19396127,-3331024,109183947,2126880,38507895,31655538,-1916073,0
(주)국보,001140,2013/12,748235,19257872,3388938,108994114,2018014,42150058,27678685,-3766842,0
(주)국보,001140,2014/12,665254,14586749,54417,89859741,1812423,41186594,20984752,-6633427,0
(주)국보,001140,2015/12,413181,12580604,-691347,85267457,1556365,40409826,17113465,-3679630,0
(주)국보,001140,2016/12,376717,16076154,175508,77773715,1429902,39652037,13200649,-5034348,0
(주)국보,001140,2017/12,405427,15055161,-2767209,74662255,1445089,39364721,16039171,-2761653,0
(주)국보,001140,2018/12,354646,9414128,-5954554,66929948,1262563,16527335,11578143,-4038217,0
(주)국보,001140,2019/12,338808,9142581,-6376380,58296078,2067363,7137358,12278837,-9851123,0
(주)국보디자인,066620,2011/12,0,2986643,17106438,123203000,35995,1453461,48472432,6607794,0
(주)국보디자인,066620,2012/12,0,4595026,15836189,118458574,5242,2230621,58283419,8631842,0
(주)국보디자인,066620,2013/12,0,12332525,18002150,153216189,7642,2190348,64945696,9417821,645834
(주)국보디자인,066620,2014/12,0,11999905,14386136,158268803,6962,2596263,70452085,7901285,801695
(주)국보디자인,066620,2015/12,0,11154715,5593211,157657615,6850,6908270,75467148,6947669,814903
(주)국보디자인,066620,2016/12,0,17027385,16198340,191620729,1370,7420242,80282408,11905078,707544
(주)국보디자인,066620,2017/12,0,15525351,19976906,262522024,6551,7245407,94380512,14149734,0
(주)국보디자인,066620,2018/12,0,14092211,198822,231093439,0,7072221,103598968,14098992,0
(주)국보디자인,066620,2019/12,0,23846546,5796396,237054909,15556,8367291,112076012,9509021,0
(주)국순당,043650,2011/12,15071855,2882593,7229199,124279594,0,77006392,174045265,5640710,766467
(주)국순당,043650,2012/12,14906288,2530595,8478916,115146725,0,74415222,186305726,5122888,0
(주)국순당,043650,2013/12,13577007,2355302,6875600,96140591,0,71314218,185985822,2346882,0
(주)국순당,043650,2014/12,11886783,2049423,5749495,89173752,0,63633133,186838479,1997559,0
(주)국순당,043650,2015/12,11788376,2224462,-5215387,74955341,0,60756894,186118215,-4854598,731621
(주)국순당,043650,2016/12,10940127,1875643,2454538,68425801,0,56088957,183188543,-2212642,822177
(주)국순당,043650,2017/12,10134104,1801389,18084724,60087461,0,49398687,191745752,9847390,826255
(주)국순당,043650,2018/12,10860632,1838920,15817595,52679104,0,58144452,203499644,15171022,792744
(주)국순당,043650,2019/12,10459069,1532245,-3808205,48045002,0,45386881,196923842,571892,839145
(주)국영지앤엠,006050,2011/12,1498155,508026,2359273,42569848,17257,31308145,32733005,-1752706,0
(주)국영지앤엠,006050,2012/12,1588558,268127,-7365050,43781593,326280,32061920,45960267,4832440,0
(주)국영지앤엠,006050,2013/12,1582228,298197,6008427,55789778,567496,31747733,46345349,953338,0
(주)국영지앤엠,006050,2014/12,1796351,235583,3236205,51491847,309643,32414094,47240880,395531,0
(주)국영지앤엠,006050,2015/12,1330780,342031,647455,40107647,65838,31600586,48972537,-533927,0
(주)국영지앤엠,006050,2016/12,4059203,243092,-3296247,51456556,73083,31778265,50558041,385503,0
(주)국영지앤엠,006050,2017/12,3195981,680102,239246,62861661,80260,31770240,52611544,1431624,0
(주)국영지앤엠,006050,2018/12,2641685,685295,5051582,56301480,50253,30512052,51748308,-354808,0
(주)국영지앤엠,006050,2019/12,2586636,427803,-2377260,73013468,62923,31059486,52826451,1089819,0
(주)국전약품,307750,2018/12,,,,,,,,,
(주)국전약품,307750,2019/12,,,,,,,,,
(주)그래디언트,035080,2011/12,0,0,2250816,9501248,211126,1053189,334573662,-4906079,0
(주)그래디언트,035080,2012/12,0,0,-10567228,11150621,5739961,544723,411656935,15794035,0
(주)그래디언트,035080,2013/12,0,0,-6019310,7939840,1873070,331316,402332194,-9664900,0
(주)그래디언트,035080,2014/12,0,0,-1016428,7753595,456214,452405,420045194,625806,0
(주)그래디언트,035080,2015/12,0,0,4203314,12870821,170454,381565,431479123,13112622,0
(주)그래디언트,035080,2016/12,0,0,-2590783,16516754,476013,340527,389295611,-40598919,0
(주)그래디언트,035080,2017/12,0,0,7851585,12485184,230679,396437,328719925,-54754214,0
(주)그래디언트,035080,2018/12,0,0,5564172,12237889,217322,246356,325218418,4404863,0
(주)그래디언트,035080,2019/12,0,0,5968487,8719700,341897,2819233,320088192,4125060,2687739
(주)그리티,204020,2011/12,,,,,,,,,
(주)그리티,204020,2012/12,,,,,,,,,
(주)그리티,204020,2013/12,,,,,,,,,
(주)그리티,204020,2014/12,15391481,1453815,4394127,99246485,23500,693552,39831909,6540972,1448030
(주)그리티,204020,2015/12,15701818,1206463,5532779,101841658,4,784939,43877964,5344949,1615952
(주)그리티,204020,2016/12,18137369,2533173,4721063,104971338,1223,975811,47663721,4857622,1704351
(주)그리티,204020,2017/12,26119760,1261377,-1545974,124299600,0,863071,54455530,7757477,1991825
(주)그리티,204020,2018/12,30715245,3381175,6716028,117056356,36879,564992,74051025,6019400,2227685
(주)그리티,204020,2019/12,32650635,1962053,-1030107,120984485,308360,2197445,74833748,2627015,2163227
(주)그린플러스,186230,2011/12,,,,,,,,,
(주)그린플러스,186230,2012/12,,,,,,,,,
(주)그린플러스,186230,2013/12,,,,,,,,,
(주)그린플러스,186230,2014/12,,,,,,,,,
(주)그린플러스,186230,2015/12,,,,,,,,,
(주)그린플러스,186230,2016/12,,,,,,,,,
(주)그린플러스,186230,2017/12,,,,,,,,,
(주)그린플러스,186230,2018/12,6115037,1692325,2028775,42150610,923865,17243519,23476181,2213241,338707
(주)그린플러스,186230,2019/12,5842839,688488,-574078,39502728,724906,17300012,36772875,2435883,354776
(주)극동자동화,272420,2014/12,,,,,,,,,
(주)극동자동화,272420,2015/12,,,,,,,,,
(주)극동자동화,272420,2016/12,,,,,,,,,
(주)극동자동화,272420,2017/12,,,,,,,,,
(주)글로벌스탠다드테크놀로지,083450,2011/12,13226235,3964059,3441305,40662578,169863,12023834,26355250,2301945,64491
(주)글로벌스탠다드테크놀로지,083450,2012/12,15560311,4507881,2653228,62774905,295212,15426808,33379017,5403733,125475
(주)글로벌스탠다드테크놀로지,083450,2013/12,15483578,4995072,1808359,78917554,115378,15695611,39169886,5075966,376200
(주)글로벌스탠다드테크놀로지,083450,2014/12,11786134,3846946,9680397,85992839,89445,15819399,45624394,6151625,252397
(주)글로벌스탠다드테크놀로지,083450,2015/12,8283238,2544126,5202229,80102292,67365,19974231,49667680,3910170,4200500
(주)글로벌스탠다드테크놀로지,083450,2016/12,19337480,13417725,-449319,81859588,34801,22575187,53103831,3758214,3990134
(주)글로벌스탠다드테크놀로지,083450,2017/12,17981798,7361229,15891168,154761834,53313,28387085,67278478,13135277,4940700
(주)글로벌스탠다드테크놀로지,083450,2018/12,11906377,5821243,5219548,115619452,31827,31327306,72640818,7747618,9091400
(주)글로벌스탠다드테크놀로지,083450,2019/12,17832463,11627554,15029673,150777009,41906,29774088,90403163,17027156,10334077
(주)금양,001570,2011/12,6884124,11292216,1114958,100918699,3370277,23407730,43024251,2436780,0
(주)금양,001570,2012/12,7118999,7695740,3020423,108275608,3747965,23401226,45261596,3159937,0
(주)금양,001570,2013/12,8359928,5976994,-16431019,132045280,3359897,23186038,45422689,1518013,0
(주)금양,001570,2014/12,10954973,17029437,20006548,137946044,2896460,23087543,46481587,2861900,0
(주)금양,001570,2015/12,9434413,23859065,5231896,152450369,2749012,24649981,46703110,2338700,0
(주)금양,001570,2016/12,6869584,19898986,1940653,161001876,3366034,25256350,22239137,-23749351,1163043
(주)금양,001570,2017/12,8612918,22335662,11500511,150809075,3397977,25514623,31251974,366688,1254707
(주)금양,001570,2018/12,8960870,9781259,-528376,151676398,3512412,25664622,49187838,16116052,1721470
(주)금양,001570,2019/12,10501788,4179449,-8115181,135915020,3544202,30964168,35004819,-12752836,1654151
(주)금오하이텍,165270,2011/12,,,,,,,,,
(주)금오하이텍,165270,2012/12,,,,,,,,,
(주)금오하이텍,165270,2013/12,,,,,,,,,
(주)금오하이텍,165270,2014/12,,,,,,,,,
(주)금오하이텍,165270,2015/12,,,,,,,,,
(주)금오하이텍,165270,2016/12,,,,,,,,,
(주)금호에이치티,214330,2011/12,,,,,,,,,
(주)금호에이치티,214330,2012/12,,,,,,,,,
(주)금호에이치티,214330,2013/12,21915180,13272408,7401980,124006030,425564,20354761,47597849,7163648,0
(주)금호에이치티,214330,2014/12,16883467,6919644,-4445206,175222428,731682,23723570,62005844,13520259,1580651
(주)금호에이치티,214330,2015/12,20906519,3329382,9740384,181779820,668221,25050361,82117294,16768247,2539699
(주)금호에이치티,214330,2016/12,20950659,11373526,18418054,189733826,883232,52902194,92714230,12887704,0
(주)금호에이치티,214330,2017/12,21605544,9884535,7280265,165485490,917659,48127082,97560824,5433832,0
(주)금호에이치티,214330,2018/12,31971852,22000676,18944987,189250383,2552627,45118854,131065067,7102658,0
(주)금호에이치티,214330,2019/12,31972894,21828406,12110982,221734443,11305386,46469308,180769966,1794762,0
(주)금화피에스시,036190,2011/12,0,716359,15831663,82738193,0,12869680,76345247,15182500,0
(주)금화피에스시,036190,2012/12,0,688993,11267897,108224285,0,14031715,92305175,18485546,0
(주)금화피에스시,036190,2013/12,0,1267570,9217849,156630832,0,14635060,113200802,21184156,0
(주)금화피에스시,036190,2014/12,0,1657800,8104237,166948026,15494,16432016,126877795,20636145,0
(주)금화피에스시,036190,2015/12,0,4965044,23799509,196919865,0,19034614,142256701,21704964,0
(주)금화피에스시,036190,2016/12,0,1618413,30403300,201547339,0,18821165,159990222,22053825,128850
(주)금화피에스시,036190,2017/12,0,1099963,45454658,174993150,0,17661564,176303850,20754033,54223
(주)금화피에스시,036190,2018/12,0,1560106,21110484,202098199,0,17430031,211366403,38175421,4629
(주)금화피에스시,036190,2019/12,0,1484754,15347622,179177462,3851,17526996,227742546,25283209,0
(주)기가레인,049080,2013/12,10634480,6769170,10891326,94055571,2265353,49153274,62596675,11073413,0
(주)기가레인,049080,2014/12,11226248,2374495,14426620,95460665,1198208,66100886,77078658,9064933,0
(주)기가레인,049080,2015/12,6815349,3558157,-351517,61254807,1361044,69704999,65461853,-14035109,0
(주)기가레인,049080,2016/12,5755900,8721409,-3279275,70397030,2181632,69374823,57063120,-10793714,0
(주)기가레인,049080,2017/12,22471865,7430901,-3893464,89874499,2556780,64041329,89023884,-401780,4000
(주)기가레인,049080,2018/12,35715541,16847353,-9320776,114668638,3522776,54575467,66878280,-23731827,80588
(주)기가레인,049080,2019/12,15205943,8010905,8306714,63361399,3546616,41844081,27887641,-44243046,155124
(주)기산텔레콤,035460,2011/12,10909684,8132593,503727,36332290,1385736,453066,32479105,-8844829,4635198
(주)기산텔레콤,035460,2012/12,5331514,3193987,7329218,49240507,1115594,526507,33918079,1433180,2999071
(주)기산텔레콤,035460,2013/12,5894529,12453803,1903830,48367030,339996,589781,36087855,2049347,3070460
(주)기산텔레콤,035460,2014/12,5456977,9216888,2836990,41612762,220402,504291,36429569,655537,3231600
(주)기산텔레콤,035460,2015/12,4919930,9852117,6283220,45712905,174540,419075,38723216,564987,3286458
(주)기산텔레콤,035460,2016/12,4378274,5948948,-1680119,24679656,92773,349040,37420205,-1733928,3097587
(주)기산텔레콤,035460,2017/12,7924502,5839010,2647045,29568090,54999,364498,35438291,-2085390,3148440
(주)기산텔레콤,035460,2018/12,3963378,2071958,-2276209,24864346,50596,218698,29246000,-5791304,3136693
(주)기산텔레콤,035460,2019/12,3162634,1943020,5501406,30545683,137599,5931892,31379895,2205257,2519054
(주)까뮤이앤씨,013700,2011/12,4678067,29736224,-20322130,90048208,9297168,53932952,46083061,-115818356,268
(주)까뮤이앤씨,013700,2012/12,5293572,12960940,3105839,90976586,8373097,31501983,40763024,-4642070,0
(주)까뮤이앤씨,013700,2013/12,1151053,10483814,-10254054,83568532,7901824,34891163,33715699,-12045286,0
(주)까뮤이앤씨,013700,2014/12,1514376,25686269,12949303,123567918,7114673,35096062,35697347,2285412,26274
(주)까뮤이앤씨,013700,2015/12,1396884,20961185,7869800,132370311,2446761,43493965,45786128,5169039,7081
(주)까뮤이앤씨,013700,2016/12,1361867,27311849,-9738971,139708060,2308983,48765560,51113063,3256253,100
(주)까뮤이앤씨,013700,2017/12,1477286,25035486,8151089,172176860,2082754,49926590,59106121,8436815,312997
(주)까뮤이앤씨,013700,2018/12,1984047,26777840,-6807595,116296828,1769205,50029469,59562903,1738796,230520
(주)까뮤이앤씨,013700,2019/12,1224883,19563920,7627840,283420655,2527919,49968394,70932062,13494869,347155
(주)까스텔바작,308100,2016/12,31200838,2586900,-7484048,33547852,241295,3066086,45815928,-1397951,0
(주)까스텔바작,308100,2017/12,35031021,1346138,6482900,83289099,126692,2375439,52224063,6408135,0
(주)까스텔바작,308100,2018/12,34885151,5219516,11285679,92092225,0,2160577,63194877,11322040,0
(주)까스텔바작,308100,2019/12,37141130,1729345,1951782,81068234,31189,2236614,77312548,7090294,0
