회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS)(천원),자산(*)(IFRS)(천원),당기순이익(손실)(IFRS)(천원),계속영업이익(손실)(IFRS)(천원),유동자산(*)(IFRS)(천원),유형자산(*)(IFRS)(천원)
(주)구영테크,053270,2016/12,75320433,108895002,3920237,3920237,39434041,37856179
(주)구영테크,053270,2017/12,74298129,139584386,1239184,1239184,52077454,56419110
(주)구영테크,053270,2018/12,81928926,146492374,3912117,3912117,43158029,71615647
(주)구영테크,053270,2019/12,93132845,141034767,1558141,1558141,37519675,71525354
(주)국동,005320,2010/12,110608935,57019154,918610,918610,26735416,129354
(주)국동,005320,2011/12,100097439,42291817,-12930687,-12930687,22715717,71685
(주)국동,005320,2012/12,91524436,35813125,262553,262553,17991148,62414
(주)국동,005320,2013/12,95716049,40194919,2373991,2373991,24414342,102132
(주)국동,005320,2014/12,117861978,53392996,4692501,4692501,36105772,125789
(주)국동,005320,2015/12,102431161,66242141,5321778,5321778,34533151,124678
(주)국동,005320,2016/12,127275873,86116813,4379974,4379974,51330735,122290
(주)국동,005320,2017/12,130016453,75154254,-6593433,-6593433,39587109,126345
(주)국동,005320,2018/12,136811631,80727956,1351547,1351547,46980024,134369
(주)국동,005320,2019/12,116180044,96856085,-6989987,-6989987,54839302,130910
(주)국보,001140,2010/12,108593661,95419542,713371,713371,35753629,39037168
(주)국보,001140,2011/12,118304924,97415381,-176708,-176708,39894724,37844785
(주)국보,001140,2012/12,109183947,93953021,-1916073,-1916073,36506928,38507895
(주)국보,001140,2013/12,108994114,94915572,-3766842,-3766842,35691910,42150058
(주)국보,001140,2014/12,89859741,87597909,-6633427,-7179525,30298511,41186594
(주)국보,001140,2015/12,85267457,80158667,-3679630,-4158675,25758664,40409826
(주)국보,001140,2016/12,77773715,77487791,-5034348,-5034348,24610414,39652037
(주)국보,001140,2017/12,74662255,69819240,-2761653,-2761653,17793062,39364721
(주)국보,001140,2018/12,66929948,45599283,-4038217,-4038217,11593846,16527335
(주)국보,001140,2019/12,58296078,57467353,-9851123,-9851123,17297097,7137358
(주)국보디자인,066620,2010/12,103169415,74399995,3986309,3986309,50440119,1383144
(주)국보디자인,066620,2011/12,123203000,79203327,6607794,6607794,57200948,1453461
(주)국보디자인,066620,2012/12,118458574,92873298,8631842,8631842,72788158,2230621
(주)국보디자인,066620,2013/12,153216189,121964092,9417821,9417821,95233392,2190348
(주)국보디자인,066620,2014/12,158268803,125685773,7901285,7901285,99218627,2596263
(주)국보디자인,066620,2015/12,157657615,129037954,6947669,6947669,96703601,6908270
(주)국보디자인,066620,2016/12,191620729,150830570,11905078,11905078,118586463,7420242
(주)국보디자인,066620,2017/12,262522024,158317679,14149734,14149734,127549210,7245407
(주)국보디자인,066620,2018/12,231093439,161750972,14098992,14098992,127871195,7072221
(주)국보디자인,066620,2019/12,237054909,197762410,9509021,9509021,169956490,8367291
(주)국순당,043650,2010/12,103748078,194683009,16007518,16007518,91351724,76723253
(주)국순당,043650,2011/12,124279594,193849294,5640710,5640710,77580053,77006392
(주)국순당,043650,2012/12,115146725,203489729,5122888,5122888,81287902,74415222
(주)국순당,043650,2013/12,96140591,203199593,2346882,2346882,84404848,71314218
(주)국순당,043650,2014/12,89173752,205782935,1997559,1997559,86268346,63633133
(주)국순당,043650,2015/12,74955341,203528460,-4854598,-4854598,82905503,60756894
(주)국순당,043650,2016/12,68425801,200077411,-2212642,-2212642,71906088,56088957
(주)국순당,043650,2017/12,60087461,208832133,9847390,9847390,75544356,49398687
(주)국순당,043650,2018/12,52679104,221229658,15171022,15171022,62941465,58144452
(주)국순당,043650,2019/12,48045002,210006510,571892,571892,60930981,45386881
(주)국영지앤엠,006050,2010/12,41942761,46688416,7933714,7933714,22944450,16083830
(주)국영지앤엠,006050,2011/12,42569848,61022765,-1752706,-1752706,25252313,31308145
(주)국영지앤엠,006050,2012/12,43781593,60197670,4832440,4832440,21149484,32061920
(주)국영지앤엠,006050,2013/12,55789778,63108054,953338,953338,25059260,31747733
(주)국영지앤엠,006050,2014/12,51491847,58995756,395531,395531,22615829,32414094
(주)국영지앤엠,006050,2015/12,40107647,63713392,-533927,-533927,27918404,31600586
(주)국영지앤엠,006050,2016/12,51456556,65670915,385503,385503,29575531,31778265
(주)국영지앤엠,006050,2017/12,62861661,66101002,1431624,1431624,29995395,31770240
(주)국영지앤엠,006050,2018/12,56301480,60335138,-354808,-354808,25138635,30512052
(주)국영지앤엠,006050,2019/12,73013468,68657302,1089819,1089819,32068324,31059486
(주)국전약품,307750,2018/12,,,,,,
(주)국전약품,307750,2019/12,,,,,,
(주)그래디언트,035080,2010/12,8652903,369457946,4161906,4161906,239849405,919362
(주)그래디언트,035080,2011/12,9501248,521750143,-4906079,-3870313,24034151,1053189
(주)그래디언트,035080,2012/12,11150621,482181596,15794035,15794035,14309378,544723
(주)그래디언트,035080,2013/12,7939840,473264178,-9664900,-9664900,1714561,331316
(주)그래디언트,035080,2014/12,7753595,455860309,625806,625806,3742011,452405
(주)그래디언트,035080,2015/12,12870821,475792856,13112622,13112622,949479,381565
(주)그래디언트,035080,2016/12,16516754,404583242,-40598919,-40598919,395047,340527
(주)그래디언트,035080,2017/12,12485184,344022749,-54754214,-54754214,3201309,396437
(주)그래디언트,035080,2018/12,12237889,339457297,4404863,4404863,2674301,246356
(주)그래디언트,035080,2019/12,8719700,336145750,4125060,4125060,208003,2819233
(주)그리티,204020,2010/12,,,,,,
(주)그리티,204020,2011/12,,,,,,
(주)그리티,204020,2012/12,,,,,,
(주)그리티,204020,2013/12,,,,,,
(주)그리티,204020,2014/12,99246485,45693601,6540972,6540972,39671926,693552
(주)그리티,204020,2015/12,101841658,49392580,5344949,5344949,42166815,784939
(주)그리티,204020,2016/12,104971338,55730709,4857622,4857622,45639491,975811
(주)그리티,204020,2017/12,124299600,62493776,7757477,7757477,50780201,863071
(주)그리티,204020,2018/12,117056356,86557287,6019400,6019400,75670982,564992
(주)그리티,204020,2019/12,120984485,86803901,2627015,2627015,68611692,2197445
(주)그린플러스,186230,2010/12,,,,,,
(주)그린플러스,186230,2011/12,,,,,,
(주)그린플러스,186230,2012/12,,,,,,
(주)그린플러스,186230,2013/12,,,,,,
(주)그린플러스,186230,2014/12,,,,,,
(주)그린플러스,186230,2015/12,,,,,,
(주)그린플러스,186230,2016/12,,,,,,
(주)그린플러스,186230,2017/12,,,,,,
(주)그린플러스,186230,2018/12,42150610,48674825,2213241,2213241,20172007,17243519
(주)그린플러스,186230,2019/12,39502728,56587945,2435883,2435883,28574671,17300012
(주)극동자동화,272420,2014/12,,,,,,
(주)극동자동화,272420,2015/12,,,,,,
(주)극동자동화,272420,2016/12,,,,,,
(주)극동자동화,272420,2017/12,,,,,,
(주)글로벌스탠다드테크놀로지,083450,2010/12,46203130,35828932,6070452,6070452,23396577,4069918
(주)글로벌스탠다드테크놀로지,083450,2011/12,40662578,49714791,2301945,2301945,31754029,12023834
(주)글로벌스탠다드테크놀로지,083450,2012/12,62774905,49050552,5403733,5403733,27371107,15426808
(주)글로벌스탠다드테크놀로지,083450,2013/12,78917554,57053266,5075966,5075966,34350069,15695611
(주)글로벌스탠다드테크놀로지,083450,2014/12,85992839,63317853,6151625,6151625,38669764,15819399
(주)글로벌스탠다드테크놀로지,083450,2015/12,80102292,60770711,3910170,3910170,30726947,19974231
(주)글로벌스탠다드테크놀로지,083450,2016/12,81859588,78440684,3758214,3758214,46676903,22575187
(주)글로벌스탠다드테크놀로지,083450,2017/12,154761834,88966307,13135277,13135277,46766708,28387085
(주)글로벌스탠다드테크놀로지,083450,2018/12,115619452,87524011,7747618,7747618,41265448,31327306
(주)글로벌스탠다드테크놀로지,083450,2019/12,150777009,120984040,17027156,17027156,78199372,29774088
(주)금양,001570,2010/12,90724087,104994772,1511752,1511752,38543666,22731940
(주)금양,001570,2011/12,100918699,124086392,2436780,2436780,50168793,23407730
(주)금양,001570,2012/12,108275608,127197484,3159937,3159937,46841743,23401226
(주)금양,001570,2013/12,132045280,142485295,1518013,1518013,60939478,23186038
(주)금양,001570,2014/12,137946044,145135554,2861900,2861900,57627190,23087543
(주)금양,001570,2015/12,152450369,157467543,2338700,2338700,63905239,24649981
(주)금양,001570,2016/12,161001876,174953809,-23749351,-23749351,61611949,25256350
(주)금양,001570,2017/12,150809075,167120998,366688,366688,58591469,25514623
(주)금양,001570,2018/12,151676398,155507052,16116052,16116052,48188432,25664622
(주)금양,001570,2019/12,135915020,171931897,-12752836,-12752836,61997758,30964168
(주)금오하이텍,165270,2010/12,,,,,,
(주)금오하이텍,165270,2011/12,,,,,,
(주)금오하이텍,165270,2012/12,,,,,,
(주)금오하이텍,165270,2013/12,,,,,,
(주)금오하이텍,165270,2014/12,,,,,,
(주)금오하이텍,165270,2015/12,,,,,,
(주)금오하이텍,165270,2016/12,,,,,,
(주)금호에이치티,214330,2010/12,,,,,,
(주)금호에이치티,214330,2011/12,,,,,,
(주)금호에이치티,214330,2012/12,,,,,,
(주)금호에이치티,214330,2013/12,124006030,87559606,7163648,7163648,63055263,20354761
(주)금호에이치티,214330,2014/12,175222428,102363475,13520259,13520259,74902792,23723570
(주)금호에이치티,214330,2015/12,181779820,109367040,16768247,16768247,80694020,25050361
(주)금호에이치티,214330,2016/12,189733826,151786975,12887704,12887704,92744392,52902194
(주)금호에이치티,214330,2017/12,165485490,146407321,5433832,5433832,89724027,48127082
(주)금호에이치티,214330,2018/12,189250383,230268876,7102658,7102658,138884192,45118854
(주)금호에이치티,214330,2019/12,221734443,314666069,1794762,1794762,183830342,46469308
(주)금화피에스시,036190,2010/12,97654825,82508879,12315359,12315359,57431889,8937535
(주)금화피에스시,036190,2011/12,82738193,94174014,15182500,15182500,65271945,12869680
(주)금화피에스시,036190,2012/12,108224285,105483370,18485546,18485546,73807483,14031715
(주)금화피에스시,036190,2013/12,156630832,135180701,21184156,21184156,78244379,14635060
(주)금화피에스시,036190,2014/12,166948026,146360964,20636145,20636145,76794467,16432016
(주)금화피에스시,036190,2015/12,196919865,175086217,21704964,21704964,103478978,19034614
(주)금화피에스시,036190,2016/12,201547339,197557790,22053825,22053825,126330610,18821165
(주)금화피에스시,036190,2017/12,174993150,216252318,20754033,20754033,141168180,17661564
(주)금화피에스시,036190,2018/12,202098199,242310750,38175421,38175421,157919642,17430031
(주)금화피에스시,036190,2019/12,179177462,255149491,25283209,25283209,152061849,17526996
(주)기가레인,049080,2010/12,,,,,,
(주)기가레인,049080,2013/12,94055571,122926340,11073413,11073413,52867551,49153274
(주)기가레인,049080,2014/12,95460665,133237615,9064933,9064933,42277551,66100886
(주)기가레인,049080,2015/12,61254807,148551434,-14035109,-14035109,42133622,69704999
(주)기가레인,049080,2016/12,70397030,152639799,-10793714,-10793714,43016521,69374823
(주)기가레인,049080,2017/12,89874499,179756049,-401780,2358202,69139156,64041329
(주)기가레인,049080,2018/12,114668638,176296022,-23731827,-23731827,93687799,54575467
(주)기가레인,049080,2019/12,63361399,115539385,-44243046,-44243046,60124344,41844081
(주)기산텔레콤,035460,2010/12,63580595,68838580,1756560,1756560,44988332,1211282
(주)기산텔레콤,035460,2011/12,36332290,59416681,-8844829,-8844829,36475109,453066
(주)기산텔레콤,035460,2012/12,49240507,46588431,1433180,1433180,25695937,526507
(주)기산텔레콤,035460,2013/12,48367030,57254925,2049347,2049347,36537435,589781
(주)기산텔레콤,035460,2014/12,41612762,54284156,655537,655537,35605455,504291
(주)기산텔레콤,035460,2015/12,45712905,53901387,564987,564987,37184206,419075
(주)기산텔레콤,035460,2016/12,24679656,47117435,-1733928,-1733928,31145919,349040
(주)기산텔레콤,035460,2017/12,29568090,44554117,-2085390,-2085390,29268094,364498
(주)기산텔레콤,035460,2018/12,24864346,34219394,-5791304,-5791304,23094786,218698
(주)기산텔레콤,035460,2019/12,30545683,40025881,2205257,2205257,22585911,5931892
(주)까뮤이앤씨,013700,2010/12,219370206,353998983,1651183,1651183,170860319,56473297
(주)까뮤이앤씨,013700,2011/12,90048208,248885092,-115818356,-115818356,76964607,53932952
(주)까뮤이앤씨,013700,2012/12,90976586,203481478,-4642070,-4642070,119571783,31501983
(주)까뮤이앤씨,013700,2013/12,83568532,167635146,-12045286,-12045286,109233863,34891163
(주)까뮤이앤씨,013700,2014/12,123567918,129647729,2285412,2285412,34559227,35096062
(주)까뮤이앤씨,013700,2015/12,132370311,129465385,5169039,5169039,62979800,43493965
(주)까뮤이앤씨,013700,2016/12,139708060,142978398,3256253,3256253,45642684,48765560
(주)까뮤이앤씨,013700,2017/12,172176860,139937930,8436815,8436815,41210840,49926590
(주)까뮤이앤씨,013700,2018/12,116296828,142240175,1738796,1738796,42850829,50029469
(주)까뮤이앤씨,013700,2019/12,283420655,168876167,13494869,13494869,74633980,49968394
(주)까스텔바작,308100,2016/12,33547852,63046838,-1397951,-1397951,43192726,3066086
(주)까스텔바작,308100,2017/12,83289099,64178530,6408135,6408135,47347553,2375439
(주)까스텔바작,308100,2018/12,92092225,78840385,11322040,11322040,62541283,2160577
(주)까스텔바작,308100,2019/12,81068234,88614189,7090294,7090294,66187581,2236614
(주)나노,187790,2014/12,,,,,,
(주)나노,187790,2015/12,14881694,72593232,-10306565,-10306565,28103516,23465720
(주)나노,187790,2016/12,18480121,57351009,-18008880,-18008880,18258906,20917884
(주)나노,187790,2017/12,29944292,59149648,-2829878,-2829878,23979304,17957123
(주)나노,187790,2018/12,34238747,66624058,-5616504,-5616504,21311661,16137295
(주)나노,187790,2019/12,38421023,73016346,475680,475680,26750864,15094766
(주)나노브릭,286750,2015/12,,,,,,
(주)나노브릭,286750,2016/12,,,,,,
(주)나노브릭,286750,2017/12,5980485,17992554,-4415497,-4415497,2290961,11377870
(주)나노브릭,286750,2018/12,7186469,18089979,1183722,1183722,4791614,12872741
(주)나노브릭,286750,2019/12,7775408,24551526,-763049,-763049,11714243,12077543
(주)나노신소재,121600,2010/12,27820898,49752018,6995297,6995297,28434254,19243565
(주)나노신소재,121600,2011/12,33480756,73039188,4707958,4707958,46740712,22301461
(주)나노신소재,121600,2012/12,23644347,68451247,-1346877,-1346877,41944586,21489947
(주)나노신소재,121600,2013/12,26827489,67590589,1129993,1129993,42581256,19568592
(주)나노신소재,121600,2014/12,27926752,71672677,3733441,3733441,48606260,18518625
(주)나노신소재,121600,2015/12,43140425,82685704,7723716,7723716,59895568,19395347
(주)나노신소재,121600,2016/12,41111800,84288643,5955088,5955088,62232029,18608147
(주)나노신소재,121600,2017/12,45568866,89013566,6795716,6795716,61474512,19909961
(주)나노신소재,121600,2018/12,52249960,98056917,7577945,7577945,70100637,20910762
(주)나노신소재,121600,2019/12,48892961,101777474,5848754,5848754,72468307,20294157
(주)나노엔텍,039860,2010/12,15096265,36390618,-6394738,-6394738,17420185,9187092
(주)나노엔텍,039860,2011/12,13088091,50081334,-11866915,-11866915,35042662,9849587
(주)나노엔텍,039860,2012/12,13561450,44443980,-6417553,-6417553,25393293,13068081
(주)나노엔텍,039860,2013/12,19071599,46319139,332876,332876,23655125,12620815
(주)나노엔텍,039860,2014/12,20255673,46185844,-1173219,-1173219,24713988,11931694
(주)나노엔텍,039860,2015/12,18652444,58551326,-4272310,-4272310,26760417,12824716
(주)나노엔텍,039860,2016/12,19928840,47792785,-17339841,-17339841,24010804,15445575
(주)나노엔텍,039860,2017/12,22133358,45400592,-799389,-799389,25666940,14107995
(주)나노엔텍,039860,2018/12,24871160,45657059,3683640,3683640,26007857,13403198
(주)나노엔텍,039860,2019/12,25099090,50554981,6191104,6191104,30446256,12777234
(주)나노트로닉스,010670,2010/12,17767345,44210591,-3424108,-3424108,18718979,125651
(주)나노트로닉스,010670,2011/12,16968670,49592390,-926377,-926377,25997396,139918
(주)나노트로닉스,010670,2012/12,19147210,52490396,-4935076,-4935076,28450596,76826
(주)나래나노텍,137080,2010/12,,,,,,
(주)나래나노텍,137080,2011/12,,,,,,
(주)나래나노텍,137080,2012/12,,,,,,
(주)나래나노텍,137080,2013/12,,,,,,
(주)나래나노텍,137080,2014/12,,,,,,
(주)나래나노텍,137080,2015/12,,,,,,
(주)나래나노텍,137080,2016/12,,,,,,
(주)나래나노텍,137080,2017/12,95815545,133666578,-18645087,-18645087,44580622,67269438
(주)나래나노텍,137080,2018/12,95186847,119650955,4967814,4967814,33765087,65583023
