회사명,거래소코드,회계년도,감사의견코드(IFRS)
큐렉소(주),060280,2011/12,UQ
큐렉소(주),060280,2012/12,UQ
큐렉소(주),060280,2013/12,UQ
큐렉소(주),060280,2014/12,UQ
큐렉소(주),060280,2015/12,UQ
큐렉소(주),060280,2016/12,UQ
큐렉소(주),060280,2017/12,UQ
큐렉소(주),060280,2018/12,UQ
큐렉소(주),060280,2019/12,UQ
큐알티(주),405100,2014/12,UQ
큐알티(주),405100,2015/12,UQ
큐알티(주),405100,2016/12,UQ
큐알티(주),405100,2017/12,UQ
큐알티(주),405100,2018/12,UQ
큐알티(주),405100,2019/12,UQ
크로바하이텍(주),043590,2011/12,UQ
크로바하이텍(주),043590,2012/12,UQ
크로바하이텍(주),043590,2013/12,UQ
크로바하이텍(주),043590,2014/12,UQ
크로바하이텍(주),043590,2015/12,UQ
크로바하이텍(주),043590,2016/12,UQ
크로바하이텍(주),043590,2017/12,UQ
크로바하이텍(주),043590,2018/12,UQ
크로바하이텍(주),043590,2019/12,UQ
크루셜텍(주),114120,2011/12,UQ
크루셜텍(주),114120,2012/12,UQ
크루셜텍(주),114120,2013/12,UQ
크루셜텍(주),114120,2014/12,UQ
크루셜텍(주),114120,2015/12,UQ
크루셜텍(주),114120,2016/12,UQ
크루셜텍(주),114120,2017/12,UQ
크루셜텍(주),114120,2018/12,UQ
크루셜텍(주),114120,2019/12,UQ
크리스탈지노믹스(주),083790,2011/12,UQ
크리스탈지노믹스(주),083790,2012/12,UQ
크리스탈지노믹스(주),083790,2013/12,UQ
크리스탈지노믹스(주),083790,2014/12,UQ
크리스탈지노믹스(주),083790,2015/12,UQ
크리스탈지노믹스(주),083790,2016/12,UQ
크리스탈지노믹스(주),083790,2017/12,UQ
크리스탈지노믹스(주),083790,2018/12,UQ
크리스탈지노믹스(주),083790,2019/12,UQ
키네마스터(주),139670,2011/12,UQ
키네마스터(주),139670,2012/12,UQ
키네마스터(주),139670,2013/12,UQ
키네마스터(주),139670,2014/12,UQ
키네마스터(주),139670,2015/12,UQ
키네마스터(주),139670,2016/12,UQ
키네마스터(주),139670,2017/12,UQ
키네마스터(주),139670,2018/12,UQ
키네마스터(주),139670,2019/12,UQ
태경산업(주),015890,2011/12,UQ
태경산업(주),015890,2012/12,UQ
태경산업(주),015890,2013/12,UQ
태경산업(주),015890,2014/12,UQ
태경산업(주),015890,2015/12,UQ
태경산업(주),015890,2016/12,UQ
태경산업(주),015890,2017/12,UQ
태경산업(주),015890,2018/12,UQ
태경산업(주),015890,2019/12,UQ
태경케미컬(주),006890,2011/12,UQ
태경케미컬(주),006890,2012/12,UQ
태경케미컬(주),006890,2013/12,UQ
태경케미컬(주),006890,2014/12,UQ
태경케미컬(주),006890,2015/12,UQ
태경케미컬(주),006890,2016/12,UQ
태경케미컬(주),006890,2017/12,UQ
태경케미컬(주),006890,2018/12,UQ
태경케미컬(주),006890,2019/12,UQ
태광산업(주),003240,2011/12,UQ
태광산업(주),003240,2012/12,UQ
태광산업(주),003240,2013/12,UQ
태광산업(주),003240,2014/12,UQ
태광산업(주),003240,2015/12,UQ
태광산업(주),003240,2016/12,UQ
태광산업(주),003240,2017/12,UQ
태광산업(주),003240,2018/12,UQ
태광산업(주),003240,2019/12,UQ
태림페이퍼(주),019300,2011/12,UQ
태림페이퍼(주),019300,2012/12,UQ
태림페이퍼(주),019300,2013/12,UQ
태림페이퍼(주),019300,2014/12,UQ
태림페이퍼(주),019300,2015/12,UQ
태림포장(주),011280,2011/12,UQ
태림포장(주),011280,2012/12,UQ
태림포장(주),011280,2013/12,UQ
태림포장(주),011280,2014/12,UQ
태림포장(주),011280,2015/12,UQ
태림포장(주),011280,2016/12,UQ
태림포장(주),011280,2017/12,UQ
태림포장(주),011280,2018/12,UQ
태림포장(주),011280,2019/12,UQ
태산엘시디(주),036210,2011/12,UQ
태산엘시디(주),036210,2012/12,QU
태산엘시디(주),036210,2013/12,DU
태양금속공업(주),004100,2011/12,UQ
태양금속공업(주),004100,2012/12,UQ
태양금속공업(주),004100,2013/12,UQ
태양금속공업(주),004100,2014/12,UQ
태양금속공업(주),004100,2015/12,UQ
태양금속공업(주),004100,2016/12,UQ
태양금속공업(주),004100,2017/12,UQ
태양금속공업(주),004100,2018/12,UQ
태양금속공업(주),004100,2019/12,UQ
태평양물산(주),007980,2011/12,UQ
태평양물산(주),007980,2012/12,UQ
태평양물산(주),007980,2013/12,UQ
태평양물산(주),007980,2014/12,UQ
태평양물산(주),007980,2015/12,UQ
태평양물산(주),007980,2016/12,UQ
태평양물산(주),007980,2017/12,UQ
태평양물산(주),007980,2018/12,UQ
태평양물산(주),007980,2019/12,UQ
테고사이언스(주),191420,2012/12,UQ
테고사이언스(주),191420,2013/12,UQ
테고사이언스(주),191420,2014/12,UQ
테고사이언스(주),191420,2015/12,UQ
테고사이언스(주),191420,2016/12,UQ
테고사이언스(주),191420,2017/12,UQ
테고사이언스(주),191420,2018/12,UQ
테고사이언스(주),191420,2019/12,UQ
테라사이언스(주),073640,2011/12,UQ
테라사이언스(주),073640,2012/12,UQ
테라사이언스(주),073640,2013/12,UQ
테라사이언스(주),073640,2014/12,UQ
테라사이언스(주),073640,2015/12,UQ
테라사이언스(주),073640,2016/12,UQ
테라사이언스(주),073640,2017/12,UQ
테라사이언스(주),073640,2018/12,UQ
테라사이언스(주),073640,2019/12,UQ
텔코웨어(주),078000,2011/12,UQ
텔코웨어(주),078000,2012/12,UQ
텔코웨어(주),078000,2013/12,UQ
텔코웨어(주),078000,2014/12,UQ
텔코웨어(주),078000,2015/12,UQ
텔코웨어(주),078000,2016/12,UQ
텔코웨어(주),078000,2017/12,UQ
텔코웨어(주),078000,2018/12,UQ
텔코웨어(주),078000,2019/12,UQ
티와이엠(주),002900,2011/12,UQ
티와이엠(주),002900,2012/12,UQ
티와이엠(주),002900,2013/12,UQ
티와이엠(주),002900,2014/12,UQ
티와이엠(주),002900,2015/12,UQ
티와이엠(주),002900,2016/12,UQ
티와이엠(주),002900,2017/12,UQ
티와이엠(주),002900,2018/12,UQ
티와이엠(주),002900,2019/12,UQ
티제이미디어(주),032540,2011/12,UQ
티제이미디어(주),032540,2012/12,UQ
티제이미디어(주),032540,2013/12,UQ
티제이미디어(주),032540,2014/12,UQ
티제이미디어(주),032540,2015/12,UQ
티제이미디어(주),032540,2016/12,UQ
티제이미디어(주),032540,2017/12,UQ
티제이미디어(주),032540,2018/12,UQ
티제이미디어(주),032540,2019/12,UQ
티케이지애강(주),022220,2011/12,UQ
티케이지애강(주),022220,2012/12,UQ
티케이지애강(주),022220,2013/12,UQ
티케이지애강(주),022220,2014/12,UQ
티케이지애강(주),022220,2015/12,UQ
티케이지애강(주),022220,2016/12,UQ
티케이지애강(주),022220,2017/12,UQ
티케이지애강(주),022220,2018/12,UQ
티케이지애강(주),022220,2019/12,UQ
티케이지휴켐스(주),069260,2011/12,UQ
티케이지휴켐스(주),069260,2012/12,UQ
티케이지휴켐스(주),069260,2013/12,UQ
티케이지휴켐스(주),069260,2014/12,UQ
티케이지휴켐스(주),069260,2015/12,UQ
티케이지휴켐스(주),069260,2016/12,UQ
티케이지휴켐스(주),069260,2017/12,UQ
티케이지휴켐스(주),069260,2018/12,UQ
티케이지휴켐스(주),069260,2019/12,UQ
팅크웨어(주),084730,2011/12,UQ
팅크웨어(주),084730,2012/12,UQ
팅크웨어(주),084730,2013/12,UQ
팅크웨어(주),084730,2014/12,UQ
팅크웨어(주),084730,2015/12,UQ
팅크웨어(주),084730,2016/12,UQ
팅크웨어(주),084730,2017/12,UQ
팅크웨어(주),084730,2018/12,UQ
팅크웨어(주),084730,2019/12,UQ
파나케이아(주),058530,2011/12,UQ
파나케이아(주),058530,2012/12,UQ
파나케이아(주),058530,2013/12,UQ
파나케이아(주),058530,2014/12,UQ
파나케이아(주),058530,2015/12,UQ
파나케이아(주),058530,2016/12,UQ
파나케이아(주),058530,2017/12,UQ
파나케이아(주),058530,2018/12,UQ
파나케이아(주),058530,2019/12,UQ
파미셀(주),005690,2011/12,UQ
파미셀(주),005690,2012/12,UQ
파미셀(주),005690,2013/12,UQ
파미셀(주),005690,2014/12,UQ
파미셀(주),005690,2015/12,UQ
파미셀(주),005690,2016/12,UQ
파미셀(주),005690,2017/12,UQ
파미셀(주),005690,2018/12,UQ
파미셀(주),005690,2019/12,UQ
팜젠사이언스(주),004720,2011/12,UQ
팜젠사이언스(주),004720,2012/12,UQ
팜젠사이언스(주),004720,2013/12,UQ
팜젠사이언스(주),004720,2014/12,UQ
팜젠사이언스(주),004720,2015/12,UQ
팜젠사이언스(주),004720,2016/12,UQ
팜젠사이언스(주),004720,2017/12,UQ
팜젠사이언스(주),004720,2018/12,UQ
팜젠사이언스(주),004720,2019/12,UQ
팬오션(주),028670,2011/12,UQ
팬오션(주),028670,2012/12,UQ
팬오션(주),028670,2013/12,UQ
팬오션(주),028670,2014/12,UQ
팬오션(주),028670,2015/12,UQ
팬오션(주),028670,2016/12,UQ
팬오션(주),028670,2017/12,UQ
팬오션(주),028670,2018/12,UQ
팬오션(주),028670,2019/12,UQ
퍼스텍(주),010820,2011/12,UQ
퍼스텍(주),010820,2012/12,UQ
퍼스텍(주),010820,2013/12,UQ
퍼스텍(주),010820,2014/12,UQ
퍼스텍(주),010820,2015/12,UQ
퍼스텍(주),010820,2016/12,UQ
퍼스텍(주),010820,2017/12,UQ
퍼스텍(주),010820,2018/12,UQ
퍼스텍(주),010820,2019/12,UQ
펌텍코리아(주),251970,2011/12,
펌텍코리아(주),251970,2012/12,
펌텍코리아(주),251970,2013/12,
펌텍코리아(주),251970,2014/12,
펌텍코리아(주),251970,2015/12,
펌텍코리아(주),251970,2016/12,
펌텍코리아(주),251970,2017/12,QS
펌텍코리아(주),251970,2018/12,UQ
펌텍코리아(주),251970,2019/12,UQ
페이퍼코리아(주),001020,2011/12,UQ
페이퍼코리아(주),001020,2012/12,UQ
페이퍼코리아(주),001020,2013/12,UQ
페이퍼코리아(주),001020,2014/12,UQ
페이퍼코리아(주),001020,2015/12,UQ
페이퍼코리아(주),001020,2016/12,UQ
페이퍼코리아(주),001020,2017/12,UQ
페이퍼코리아(주),001020,2018/12,UQ
페이퍼코리아(주),001020,2019/12,UQ
평산차업집단유한공사,950010,2011/09,
평산차업집단유한공사,950010,2012/09,
평산차업집단유한공사,950010,2013/09,
평산차업집단유한공사,950010,2013/12,
평산차업집단유한공사,950010,2014/12,
평화산업(주),090080,2011/12,UQ
평화산업(주),090080,2012/12,UQ
평화산업(주),090080,2013/12,UQ
평화산업(주),090080,2014/12,UQ
평화산업(주),090080,2015/12,UQ
평화산업(주),090080,2016/12,UQ
평화산업(주),090080,2017/12,UQ
평화산업(주),090080,2018/12,UQ
평화산업(주),090080,2019/12,UQ
평화홀딩스(주),010770,2011/12,UQ
평화홀딩스(주),010770,2012/12,UQ
평화홀딩스(주),010770,2013/12,UQ
평화홀딩스(주),010770,2014/12,UQ
평화홀딩스(주),010770,2015/12,UQ
평화홀딩스(주),010770,2016/12,UQ
평화홀딩스(주),010770,2017/12,UQ
평화홀딩스(주),010770,2018/12,UQ
평화홀딩스(주),010770,2019/12,UQ
포스코스틸리온(주),058430,2011/12,UQ
포스코스틸리온(주),058430,2012/12,UQ
포스코스틸리온(주),058430,2013/12,UQ
포스코스틸리온(주),058430,2014/12,UQ
포스코스틸리온(주),058430,2015/12,UQ
포스코스틸리온(주),058430,2016/12,UQ
포스코스틸리온(주),058430,2017/12,UQ
포스코스틸리온(주),058430,2018/12,UQ
포스코스틸리온(주),058430,2019/12,UQ
포스코홀딩스(주),005490,2011/12,UQ
포스코홀딩스(주),005490,2012/12,UQ
포스코홀딩스(주),005490,2013/12,UQ
포스코홀딩스(주),005490,2014/12,UQ
포스코홀딩스(주),005490,2015/12,UQ
포스코홀딩스(주),005490,2016/12,UQ
포스코홀딩스(주),005490,2017/12,UQ
포스코홀딩스(주),005490,2018/12,UQ
포스코홀딩스(주),005490,2019/12,UQ
풍국주정공업(주),023900,2011/12,UQ
풍국주정공업(주),023900,2012/12,UQ
풍국주정공업(주),023900,2013/12,UQ
풍국주정공업(주),023900,2014/12,UQ
풍국주정공업(주),023900,2015/12,UQ
풍국주정공업(주),023900,2016/12,UQ
풍국주정공업(주),023900,2017/12,UQ
풍국주정공업(주),023900,2018/12,UQ
풍국주정공업(주),023900,2019/12,UQ
풍림산업(주),001310,2011/12,UQ
풍원정밀(주),371950,2013/12,
풍원정밀(주),371950,2014/12,
풍원정밀(주),371950,2015/12,
풍원정밀(주),371950,2016/12,
풍원정밀(주),371950,2017/12,
풍원정밀(주),371950,2018/12,UQ
풍원정밀(주),371950,2019/12,UQ
프리시젼바이오(주),335810,2016/12,UQ
프리시젼바이오(주),335810,2017/12,UQ
프리시젼바이오(주),335810,2018/12,UQ
프리시젼바이오(주),335810,2019/12,UQ
피에스케이(주),319660,2019/12,UQ
피에스케이홀딩스(주),031980,2011/12,UQ
피에스케이홀딩스(주),031980,2012/12,UQ
피에스케이홀딩스(주),031980,2013/12,UQ
피에스케이홀딩스(주),031980,2014/12,UQ
피에스케이홀딩스(주),031980,2015/12,UQ
피에스케이홀딩스(주),031980,2016/12,UQ
피에스케이홀딩스(주),031980,2017/12,UQ
피에스케이홀딩스(주),031980,2018/12,UQ
피에스케이홀딩스(주),031980,2019/12,UQ
피에스텍(주),002230,2011/12,UQ
피에스텍(주),002230,2012/12,UQ
피에스텍(주),002230,2013/12,UQ
피에스텍(주),002230,2014/12,UQ
피에스텍(주),002230,2015/12,UQ
피에스텍(주),002230,2016/12,UQ
피에스텍(주),002230,2017/12,UQ
피에스텍(주),002230,2018/12,UQ
피에스텍(주),002230,2019/12,UQ
피에이치에이(주),043370,2011/12,UQ
피에이치에이(주),043370,2012/12,UQ
피에이치에이(주),043370,2013/12,UQ
피에이치에이(주),043370,2014/12,UQ
피에이치에이(주),043370,2015/12,UQ
피에이치에이(주),043370,2016/12,UQ
피에이치에이(주),043370,2017/12,UQ
피에이치에이(주),043370,2018/12,UQ
피에이치에이(주),043370,2019/12,UQ
하나마이크론(주),067310,2011/12,UQ
하나마이크론(주),067310,2012/12,UQ
하나마이크론(주),067310,2013/12,UQ
하나마이크론(주),067310,2014/12,UQ
하나마이크론(주),067310,2015/12,UQ
하나마이크론(주),067310,2016/12,UQ
하나마이크론(주),067310,2017/12,UQ
하나마이크론(주),067310,2018/12,UQ
하나마이크론(주),067310,2019/12,UQ
하나제약(주),293480,2011/12,
하나제약(주),293480,2012/12,
하나제약(주),293480,2013/12,
하나제약(주),293480,2014/12,
하나제약(주),293480,2015/12,
하나제약(주),293480,2016/12,
하나제약(주),293480,2017/12,UQ
하나제약(주),293480,2018/12,UQ
하나제약(주),293480,2019/12,UQ
하이록코리아(주),013030,2011/12,UQ
하이록코리아(주),013030,2012/12,UQ
하이록코리아(주),013030,2013/12,UQ
하이록코리아(주),013030,2014/12,UQ
하이록코리아(주),013030,2015/12,UQ
하이록코리아(주),013030,2016/12,UQ
하이록코리아(주),013030,2017/12,UQ
하이록코리아(주),013030,2018/12,UQ
하이록코리아(주),013030,2019/12,UQ
하이즈항공(주),221840,2011/12,
하이즈항공(주),221840,2012/12,
하이즈항공(주),221840,2013/12,
하이즈항공(주),221840,2014/12,UQ
하이즈항공(주),221840,2015/12,UQ
하이즈항공(주),221840,2016/12,UQ
하이즈항공(주),221840,2017/12,UQ
하이즈항공(주),221840,2018/12,UQ
하이즈항공(주),221840,2019/12,UQ
하이트진로(주),000080,2011/12,UQ
하이트진로(주),000080,2012/12,UQ
하이트진로(주),000080,2013/12,UQ
하이트진로(주),000080,2014/12,UQ
하이트진로(주),000080,2015/12,UQ
하이트진로(주),000080,2016/12,UQ
하이트진로(주),000080,2017/12,UQ
하이트진로(주),000080,2018/12,UQ
하이트진로(주),000080,2019/12,UQ
하이트진로홀딩스(주),000140,2011/12,UQ
하이트진로홀딩스(주),000140,2012/12,UQ
하이트진로홀딩스(주),000140,2013/12,UQ
하이트진로홀딩스(주),000140,2014/12,UQ
하이트진로홀딩스(주),000140,2015/12,UQ
하이트진로홀딩스(주),000140,2016/12,UQ
하이트진로홀딩스(주),000140,2017/12,UQ
하이트진로홀딩스(주),000140,2018/12,UQ
하이트진로홀딩스(주),000140,2019/12,UQ
한국가스공사(주),036460,2011/12,UQ
한국가스공사(주),036460,2012/12,UQ
한국가스공사(주),036460,2013/12,UQ
한국가스공사(주),036460,2014/12,UQ
한국가스공사(주),036460,2015/12,UQ
한국가스공사(주),036460,2016/12,UQ
한국가스공사(주),036460,2017/12,UQ
한국가스공사(주),036460,2018/12,UQ
한국가스공사(주),036460,2019/12,UQ
한국공항(주),005430,2011/12,UQ
한국공항(주),005430,2012/12,UQ
한국공항(주),005430,2013/12,UQ
한국공항(주),005430,2014/12,UQ
한국공항(주),005430,2015/12,UQ
한국공항(주),005430,2016/12,UQ
한국공항(주),005430,2017/12,UQ
한국공항(주),005430,2018/12,UQ
한국공항(주),005430,2019/12,UQ
한국기업평가(주),034950,2011/09,
한국기업평가(주),034950,2012/09,UQ
한국기업평가(주),034950,2013/12,UQ
한국기업평가(주),034950,2014/12,UQ
한국기업평가(주),034950,2015/12,UQ
한국기업평가(주),034950,2016/12,UQ
한국기업평가(주),034950,2017/12,UQ
한국기업평가(주),034950,2018/12,UQ
한국기업평가(주),034950,2019/12,UQ
한국단자공업(주),025540,2011/12,UQ
한국단자공업(주),025540,2012/12,UQ
한국단자공업(주),025540,2013/12,UQ
한국단자공업(주),025540,2014/12,UQ
한국단자공업(주),025540,2015/12,UQ
한국단자공업(주),025540,2016/12,UQ
한국단자공업(주),025540,2017/12,UQ
한국단자공업(주),025540,2018/12,UQ
한국단자공업(주),025540,2019/12,UQ
한국맥널티(주),222980,2011/12,
한국맥널티(주),222980,2012/12,
한국맥널티(주),222980,2013/12,
한국맥널티(주),222980,2014/12,
한국맥널티(주),222980,2015/12,UQ
한국맥널티(주),222980,2016/12,UQ
한국맥널티(주),222980,2017/12,UQ
한국맥널티(주),222980,2018/12,UQ
한국맥널티(주),222980,2019/12,UQ
한국석유공업(주),004090,2011/12,UQ
한국석유공업(주),004090,2012/12,UQ
한국석유공업(주),004090,2013/12,UQ
한국석유공업(주),004090,2014/12,UQ
한국석유공업(주),004090,2015/12,UQ
한국석유공업(주),004090,2016/12,UQ
한국석유공업(주),004090,2017/12,UQ
한국석유공업(주),004090,2018/12,UQ
한국석유공업(주),004090,2019/12,UQ
한국선재(주),025550,2011/12,UQ
한국선재(주),025550,2012/12,UQ
한국선재(주),025550,2013/12,UQ
한국선재(주),025550,2014/12,UQ
한국선재(주),025550,2015/12,UQ
한국선재(주),025550,2016/12,UQ
한국선재(주),025550,2017/12,UQ
한국선재(주),025550,2018/12,UQ
한국선재(주),025550,2019/12,UQ
한국수출포장공업(주),002200,2011/12,UQ
한국수출포장공업(주),002200,2012/12,UQ
한국수출포장공업(주),002200,2013/12,UQ
한국수출포장공업(주),002200,2014/12,UQ
한국수출포장공업(주),002200,2015/12,UQ
한국수출포장공업(주),002200,2016/12,UQ
한국수출포장공업(주),002200,2017/12,UQ
한국수출포장공업(주),002200,2018/12,UQ
한국수출포장공업(주),002200,2019/12,UQ
한국알콜산업(주),017890,2011/12,UQ
한국알콜산업(주),017890,2012/12,UQ
한국알콜산업(주),017890,2013/12,UQ
한국알콜산업(주),017890,2014/12,UQ
한국알콜산업(주),017890,2015/12,UQ
한국알콜산업(주),017890,2016/12,UQ
한국알콜산업(주),017890,2017/12,UQ
한국알콜산업(주),017890,2018/12,UQ
한국알콜산업(주),017890,2019/12,UQ
한국앤컴퍼니(주),000240,2011/12,UQ
한국앤컴퍼니(주),000240,2012/12,UQ
한국앤컴퍼니(주),000240,2013/12,UQ
한국앤컴퍼니(주),000240,2014/12,UQ
한국앤컴퍼니(주),000240,2015/12,UQ
한국앤컴퍼니(주),000240,2016/12,UQ
한국앤컴퍼니(주),000240,2017/12,UQ
한국앤컴퍼니(주),000240,2018/12,UQ
한국앤컴퍼니(주),000240,2019/12,UQ
한국유나이티드제약(주),033270,2011/12,UQ
한국유나이티드제약(주),033270,2012/12,UQ
한국유나이티드제약(주),033270,2013/12,UQ
한국유나이티드제약(주),033270,2014/12,UQ
한국유나이티드제약(주),033270,2015/12,UQ
한국유나이티드제약(주),033270,2016/12,UQ
한국유나이티드제약(주),033270,2017/12,UQ
한국유나이티드제약(주),033270,2018/12,UQ
한국유나이티드제약(주),033270,2019/12,UQ
한국유니온제약(주),080720,2011/12,
한국유니온제약(주),080720,2012/12,
한국유니온제약(주),080720,2013/12,
한국유니온제약(주),080720,2014/12,
한국유니온제약(주),080720,2015/12,
한국유니온제약(주),080720,2016/12,UQ
한국유니온제약(주),080720,2017/12,UQ
한국유니온제약(주),080720,2018/12,UQ
한국유니온제약(주),080720,2019/12,UQ
한국유리공업(주),002000,2011/12,UQ
한국유리공업(주),002000,2012/12,UQ
한국유리공업(주),002000,2013/12,UQ
한국유리공업(주),002000,2014/12,UQ
한국유리공업(주),002000,2015/12,UQ
한국유리공업(주),002000,2016/12,UQ
한국유리공업(주),002000,2017/12,UQ
한국전력공사(주),015760,2011/12,UQ
한국전력공사(주),015760,2012/12,UQ
한국전력공사(주),015760,2013/12,UQ
한국전력공사(주),015760,2014/12,UQ
한국전력공사(주),015760,2015/12,UQ
한국전력공사(주),015760,2016/12,UQ
한국전력공사(주),015760,2017/12,UQ
한국전력공사(주),015760,2018/12,UQ
한국전력공사(주),015760,2019/12,UQ
한국전자금융(주),063570,2011/12,UQ
한국전자금융(주),063570,2012/12,UQ
한국전자금융(주),063570,2013/12,UQ
한국전자금융(주),063570,2014/12,UQ
한국전자금융(주),063570,2015/12,UQ
한국전자금융(주),063570,2016/12,UQ
한국전자금융(주),063570,2017/12,UQ
한국전자금융(주),063570,2018/12,UQ
한국전자금융(주),063570,2019/12,UQ
한국전자인증(주),041460,2011/12,UQ
한국전자인증(주),041460,2012/12,UQ
한국전자인증(주),041460,2013/12,UQ
한국전자인증(주),041460,2014/12,UQ
한국전자인증(주),041460,2015/12,UQ
한국전자인증(주),041460,2016/12,UQ
한국전자인증(주),041460,2017/12,UQ
한국전자인증(주),041460,2018/12,UQ
한국전자인증(주),041460,2019/12,UQ
한국정보공학(주),039740,2011/12,UQ
한국정보공학(주),039740,2012/12,UQ
한국정보공학(주),039740,2013/12,UQ
한국정보공학(주),039740,2014/12,UQ
한국정보공학(주),039740,2015/12,UQ
한국정보공학(주),039740,2016/12,UQ
한국정보공학(주),039740,2017/12,UQ
한국정보공학(주),039740,2018/12,UQ
한국정보공학(주),039740,2019/12,UQ
한국정보인증(주),053300,2011/12,
한국정보인증(주),053300,2012/12,UQ
한국정보인증(주),053300,2013/12,UQ
한국정보인증(주),053300,2014/12,UQ
한국정보인증(주),053300,2015/12,UQ
한국정보인증(주),053300,2016/12,UQ
한국정보인증(주),053300,2017/12,UQ
한국정보인증(주),053300,2018/12,UQ
한국정보인증(주),053300,2019/12,UQ
한국정보통신(주),025770,2011/12,UQ
한국정보통신(주),025770,2012/12,UQ
한국정보통신(주),025770,2013/12,UQ
한국정보통신(주),025770,2014/12,UQ
한국정보통신(주),025770,2015/12,UQ
한국정보통신(주),025770,2016/12,UQ
한국정보통신(주),025770,2017/12,UQ
한국정보통신(주),025770,2018/12,UQ
한국정보통신(주),025770,2019/12,UQ
한국조선해양(주),009540,2011/12,UQ
한국조선해양(주),009540,2012/12,UQ
한국조선해양(주),009540,2013/12,UQ
한국조선해양(주),009540,2014/12,UQ
한국조선해양(주),009540,2015/12,UQ
한국조선해양(주),009540,2016/12,UQ
한국조선해양(주),009540,2017/12,UQ
한국조선해양(주),009540,2018/12,UQ
한국조선해양(주),009540,2019/12,UQ
한국주철관공업(주),000970,2011/03,
한국주철관공업(주),000970,2012/03,UQ
한국주철관공업(주),000970,2013/03,UQ
한국주철관공업(주),000970,2014/03,UQ
한국주철관공업(주),000970,2015/03,UQ
한국주철관공업(주),000970,2016/03,UQ
한국주철관공업(주),000970,2017/03,UQ
한국주철관공업(주),000970,2018/03,UQ
한국주철관공업(주),000970,2019/03,UQ
한국지역난방공사,071320,2011/12,UQ
한국지역난방공사,071320,2012/12,UQ
한국지역난방공사,071320,2013/12,UQ
한국지역난방공사,071320,2014/12,UQ
한국지역난방공사,071320,2015/12,UQ
한국지역난방공사,071320,2016/12,UQ
한국지역난방공사,071320,2017/12,UQ
한국지역난방공사,071320,2018/12,UQ
한국지역난방공사,071320,2019/12,UQ
한국컴퓨터(주),054040,2011/12,UQ
한국컴퓨터(주),054040,2012/12,UQ
한국컴퓨터(주),054040,2013/12,UQ
한국컴퓨터(주),054040,2014/12,UQ
한국컴퓨터(주),054040,2015/12,UQ
한국컴퓨터(주),054040,2016/12,UQ
한국컴퓨터(주),054040,2017/12,UQ
한국컴퓨터(주),054040,2018/12,UQ
한국컴퓨터(주),054040,2019/12,UQ
한국콜마(주),161890,2013/03,UQ
한국콜마(주),161890,2014/12,UQ
한국콜마(주),161890,2015/12,UQ
한국콜마(주),161890,2016/12,UQ
한국콜마(주),161890,2017/12,UQ
한국콜마(주),161890,2018/12,UQ
한국콜마(주),161890,2019/12,UQ
한국콜마홀딩스(주),024720,2011/03,
한국콜마홀딩스(주),024720,2012/03,UQ
한국콜마홀딩스(주),024720,2013/03,UQ
한국콜마홀딩스(주),024720,2014/12,UQ
한국콜마홀딩스(주),024720,2015/12,UQ
한국콜마홀딩스(주),024720,2016/12,UQ
한국콜마홀딩스(주),024720,2017/12,UQ
한국콜마홀딩스(주),024720,2018/12,UQ
한국콜마홀딩스(주),024720,2019/12,UQ
한국타이어앤테크놀로지(주),161390,2012/12,UQ
한국타이어앤테크놀로지(주),161390,2013/12,UQ
한국타이어앤테크놀로지(주),161390,2014/12,UQ
한국타이어앤테크놀로지(주),161390,2015/12,UQ
한국타이어앤테크놀로지(주),161390,2016/12,UQ
한국타이어앤테크놀로지(주),161390,2017/12,UQ
한국타이어앤테크놀로지(주),161390,2018/12,UQ
한국타이어앤테크놀로지(주),161390,2019/12,UQ
한국프랜지공업(주),010100,2011/12,UQ
한국프랜지공업(주),010100,2012/12,UQ
한국프랜지공업(주),010100,2013/12,UQ
한국프랜지공업(주),010100,2014/12,UQ
한국프랜지공업(주),010100,2015/12,UQ
한국프랜지공업(주),010100,2016/12,UQ
한국프랜지공업(주),010100,2017/12,UQ
한국프랜지공업(주),010100,2018/12,UQ
한국프랜지공업(주),010100,2019/12,UQ
한국항공우주산업(주),047810,2011/12,UQ
한국항공우주산업(주),047810,2012/12,UQ
한국항공우주산업(주),047810,2013/12,UQ
한국항공우주산업(주),047810,2014/12,UQ
한국항공우주산업(주),047810,2015/12,UQ
한국항공우주산업(주),047810,2016/12,UQ
한국항공우주산업(주),047810,2017/12,UQ
한국항공우주산업(주),047810,2018/12,UQ
한국항공우주산업(주),047810,2019/12,UQ
한국화장품(주),123690,2011/12,UQ
한국화장품(주),123690,2012/12,UQ
한국화장품(주),123690,2013/12,UQ
한국화장품(주),123690,2014/12,UQ
한국화장품(주),123690,2015/12,UQ
한국화장품(주),123690,2016/12,UQ
한국화장품(주),123690,2017/12,UQ
한국화장품(주),123690,2018/12,UQ
한국화장품(주),123690,2019/12,UQ
한라아이엠에스(주),092460,2011/12,UQ
한라아이엠에스(주),092460,2012/12,UQ
한라아이엠에스(주),092460,2013/12,UQ
한라아이엠에스(주),092460,2014/12,UQ
한라아이엠에스(주),092460,2015/12,UQ
한라아이엠에스(주),092460,2016/12,UQ
한라아이엠에스(주),092460,2017/12,UQ
한라아이엠에스(주),092460,2018/12,UQ
한라아이엠에스(주),092460,2019/12,UQ
한미반도체(주),042700,2011/12,UQ
